sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
SRR5936085,SRR5936085,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936085_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936085_2.fastq.gz,
SRR5936086,SRR5936086,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936086_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936086_2.fastq.gz,
SRR5936087,SRR5936087,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936087_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936087_2.fastq.gz,
SRR5936088,SRR5936088,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936088_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936088_2.fastq.gz,
SRR5936089,SRR5936089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936089_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936089_2.fastq.gz,
SRR5936090,SRR5936090,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936090_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936090_2.fastq.gz,
SRR5936091,SRR5936091,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936091_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936091_2.fastq.gz,
SRR5936092,SRR5936092,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936092_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936092_2.fastq.gz,
SRR5936093,SRR5936093,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936093_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936093_2.fastq.gz,
SRR5936094,SRR5936094,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936094_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936094_2.fastq.gz,
SRR5936095,SRR5936095,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936095_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936095_2.fastq.gz,
SRR5936096,SRR5936096,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936096_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936096_2.fastq.gz,
SRR5936097,SRR5936097,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936097_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936097_2.fastq.gz,
SRR5936098,SRR5936098,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936098_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936098_2.fastq.gz,
SRR5936099,SRR5936099,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936099_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936099_2.fastq.gz,
SRR5936100,SRR5936100,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936100_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936100_2.fastq.gz,
SRR5936101,SRR5936101,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936101_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936101_2.fastq.gz,
SRR5936102,SRR5936102,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936102_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936102_2.fastq.gz,
SRR5936103,SRR5936103,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936103_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936103_2.fastq.gz,
SRR5936104,SRR5936104,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936104_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936104_2.fastq.gz,
SRR5936105,SRR5936105,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936105_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936105_2.fastq.gz,
SRR5936106,SRR5936106,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936106_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936106_2.fastq.gz,
SRR5936107,SRR5936107,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936107_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936107_2.fastq.gz,
SRR5936108,SRR5936108,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936108_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936108_2.fastq.gz,
SRR5936109,SRR5936109,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936109_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936109_2.fastq.gz,
SRR5936110,SRR5936110,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936110_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936110_2.fastq.gz,
SRR5936111,SRR5936111,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936111_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936111_2.fastq.gz,
SRR5936112,SRR5936112,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936112_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936112_2.fastq.gz,
SRR5936113,SRR5936113,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936113_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936113_2.fastq.gz,
SRR5936114,SRR5936114,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936114_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936114_2.fastq.gz,
SRR5936115,SRR5936115,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936115_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936115_2.fastq.gz,
SRR5936116,SRR5936116,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936116_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936116_2.fastq.gz,
SRR5936117,SRR5936117,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936117_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936117_2.fastq.gz,
SRR5936118,SRR5936118,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936118_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936118_2.fastq.gz,
SRR5936119,SRR5936119,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936119_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936119_2.fastq.gz,
SRR5936120,SRR5936120,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936120_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936120_2.fastq.gz,
SRR5936121,SRR5936121,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936121_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936121_2.fastq.gz,
SRR5936122,SRR5936122,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936122_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936122_2.fastq.gz,
SRR5936123,SRR5936123,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936123_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936123_2.fastq.gz,
SRR5936124,SRR5936124,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936124_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936124_2.fastq.gz,
SRR5936125,SRR5936125,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936125_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936125_2.fastq.gz,
SRR5936126,SRR5936126,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936126_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936126_2.fastq.gz,
SRR5936127,SRR5936127,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936127_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936127_2.fastq.gz,
SRR5936128,SRR5936128,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936128_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936128_2.fastq.gz,
SRR5936129,SRR5936129,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936129_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936129_2.fastq.gz,
SRR5936130,SRR5936130,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936130_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936130_2.fastq.gz,
SRR5936131,SRR5936131,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936131_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936131_2.fastq.gz,
SRR5936132,SRR5936132,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936132_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936132_2.fastq.gz,
SRR5936133,SRR5936133,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936133_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936133_2.fastq.gz,
SRR5936134,SRR5936134,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936134_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936134_2.fastq.gz,
SRR5936135,SRR5936135,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936135_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936135_2.fastq.gz,
SRR5936136,SRR5936136,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936136_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936136_2.fastq.gz,
SRR5936137,SRR5936137,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936137_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936137_2.fastq.gz,
SRR5936138,SRR5936138,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936138_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936138_2.fastq.gz,
SRR5936139,SRR5936139,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936139_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936139_2.fastq.gz,
SRR5936140,SRR5936140,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936140_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936140_2.fastq.gz,
SRR5936141,SRR5936141,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936141_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936141_2.fastq.gz,
SRR5936142,SRR5936142,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936142_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936142_2.fastq.gz,
SRR5936143,SRR5936143,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936143_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936143_2.fastq.gz,
SRR5936144,SRR5936144,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936144_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936144_2.fastq.gz,
SRR5936145,SRR5936145,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936145_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936145_2.fastq.gz,
SRR5936146,SRR5936146,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936146_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936146_2.fastq.gz,
SRR5936147,SRR5936147,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936147_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936147_2.fastq.gz,
SRR5936148,SRR5936148,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936148_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936148_2.fastq.gz,
SRR5936149,SRR5936149,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936149_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936149_2.fastq.gz,
SRR5936150,SRR5936150,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936150_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936150_2.fastq.gz,
SRR5936151,SRR5936151,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936151_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936151_2.fastq.gz,
SRR5936152,SRR5936152,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936152_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936152_2.fastq.gz,
SRR5936153,SRR5936153,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936153_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936153_2.fastq.gz,
SRR5936154,SRR5936154,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936154_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936154_2.fastq.gz,
SRR5936155,SRR5936155,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936155_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936155_2.fastq.gz,
SRR5936156,SRR5936156,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936156_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936156_2.fastq.gz,
SRR5936157,SRR5936157,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936157_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936157_2.fastq.gz,
SRR5936158,SRR5936158,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936158_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936158_2.fastq.gz,
SRR5936159,SRR5936159,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936159_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936159_2.fastq.gz,
SRR5936160,SRR5936160,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936160_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936160_2.fastq.gz,
SRR5936161,SRR5936161,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936161_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936161_2.fastq.gz,
SRR5936162,SRR5936162,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936162_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936162_2.fastq.gz,
SRR5936163,SRR5936163,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936163_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936163_2.fastq.gz,
SRR5936164,SRR5936164,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936164_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936164_2.fastq.gz,
SRR5936165,SRR5936165,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936165_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936165_2.fastq.gz,
SRR5936166,SRR5936166,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936166_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936166_2.fastq.gz,
SRR5936167,SRR5936167,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936167_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936167_2.fastq.gz,
SRR5936168,SRR5936168,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936168_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936168_2.fastq.gz,
SRR5936169,SRR5936169,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936169_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936169_2.fastq.gz,
SRR5936170,SRR5936170,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936170_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936170_2.fastq.gz,
SRR5936171,SRR5936171,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936171_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936171_2.fastq.gz,
SRR5936172,SRR5936172,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936172_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936172_2.fastq.gz,
SRR5936173,SRR5936173,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936173_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936173_2.fastq.gz,
SRR5936174,SRR5936174,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936174_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936174_2.fastq.gz,
SRR5936175,SRR5936175,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936175_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936175_2.fastq.gz,
SRR5936176,SRR5936176,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936176_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936176_2.fastq.gz,
SRR5936177,SRR5936177,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936177_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936177_2.fastq.gz,
SRR5936178,SRR5936178,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936178_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936178_2.fastq.gz,
SRR5936179,SRR5936179,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936179_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936179_2.fastq.gz,
SRR5936180,SRR5936180,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936180_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936180_2.fastq.gz,
SRR5936181,SRR5936181,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936181_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936181_2.fastq.gz,
SRR5936182,SRR5936182,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936182_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936182_2.fastq.gz,
SRR5936183,SRR5936183,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936183_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936183_2.fastq.gz,
SRR5936184,SRR5936184,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936184_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936184_2.fastq.gz,
SRR5936185,SRR5936185,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936185_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936185_2.fastq.gz,
SRR5936186,SRR5936186,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936186_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936186_2.fastq.gz,
SRR5936187,SRR5936187,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936187_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936187_2.fastq.gz,
SRR5936188,SRR5936188,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936188_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936188_2.fastq.gz,
SRR5936189,SRR5936189,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936189_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936189_2.fastq.gz,
SRR5936190,SRR5936190,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936190_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936190_2.fastq.gz,
SRR5936191,SRR5936191,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936191_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936191_2.fastq.gz,
SRR5936192,SRR5936192,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936192_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936192_2.fastq.gz,
SRR5936193,SRR5936193,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936193_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936193_2.fastq.gz,
SRR5936194,SRR5936194,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936194_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936194_2.fastq.gz,
SRR5936195,SRR5936195,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936195_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936195_2.fastq.gz,
SRR5936196,SRR5936196,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936196_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936196_2.fastq.gz,
SRR5936197,SRR5936197,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936197_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936197_2.fastq.gz,
SRR5936198,SRR5936198,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936198_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936198_2.fastq.gz,
SRR5936199,SRR5936199,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936199_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936199_2.fastq.gz,
SRR5936200,SRR5936200,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936200_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936200_2.fastq.gz,
SRR5936201,SRR5936201,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936201_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936201_2.fastq.gz,
SRR5936202,SRR5936202,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936202_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936202_2.fastq.gz,
SRR5936203,SRR5936203,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936203_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936203_2.fastq.gz,
SRR5936204,SRR5936204,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936204_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936204_2.fastq.gz,
SRR5936205,SRR5936205,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936205_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936205_2.fastq.gz,
SRR5936206,SRR5936206,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936206_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936206_2.fastq.gz,
SRR5936207,SRR5936207,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936207_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936207_2.fastq.gz,
SRR5936208,SRR5936208,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936208_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936208_2.fastq.gz,
SRR5936209,SRR5936209,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936209_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936209_2.fastq.gz,
SRR5936210,SRR5936210,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936210_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936210_2.fastq.gz,
SRR5936211,SRR5936211,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936211_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936211_2.fastq.gz,
SRR5936212,SRR5936212,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936212_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936212_2.fastq.gz,
