sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
SRR23883031,SRR23883031,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883031_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883031_2.fastq.gz,
SRR23883032,SRR23883032,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883032_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883032_2.fastq.gz,
SRR23883033,SRR23883033,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883033_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883033_2.fastq.gz,
SRR23883034,SRR23883034,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883034_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883034_2.fastq.gz,
SRR23883035,SRR23883035,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883035_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883035_2.fastq.gz,
SRR23883036,SRR23883036,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883036_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883036_2.fastq.gz,
SRR23883037,SRR23883037,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883037_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883037_2.fastq.gz,
SRR23883038,SRR23883038,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883038_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883038_2.fastq.gz,
SRR23883039,SRR23883039,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883039_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883039_2.fastq.gz,
SRR23883040,SRR23883040,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883040_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883040_2.fastq.gz,
SRR23883041,SRR23883041,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883041_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883041_2.fastq.gz,
SRR23883042,SRR23883042,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883042_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883042_2.fastq.gz,
SRR23883043,SRR23883043,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883043_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883043_2.fastq.gz,
SRR23883044,SRR23883044,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883044_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883044_2.fastq.gz,
SRR23883045,SRR23883045,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883045_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883045_2.fastq.gz,
SRR23883046,SRR23883046,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883046_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883046_2.fastq.gz,
SRR23883047,SRR23883047,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883047_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883047_2.fastq.gz,
SRR23883048,SRR23883048,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883048_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883048_2.fastq.gz,
SRR23883049,SRR23883049,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883049_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883049_2.fastq.gz,
SRR23883050,SRR23883050,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883050_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883050_2.fastq.gz,
SRR23883051,SRR23883051,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883051_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883051_2.fastq.gz,
SRR23883052,SRR23883052,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883052_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883052_2.fastq.gz,
SRR23883053,SRR23883053,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883053_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883053_2.fastq.gz,
SRR23883054,SRR23883054,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883054_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883054_2.fastq.gz,
SRR23883055,SRR23883055,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883055_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883055_2.fastq.gz,
SRR23883056,SRR23883056,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883056_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883056_2.fastq.gz,
SRR23883057,SRR23883057,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883057_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883057_2.fastq.gz,
SRR23883058,SRR23883058,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883058_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883058_2.fastq.gz,
SRR23883059,SRR23883059,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883059_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883059_2.fastq.gz,
SRR23883060,SRR23883060,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883060_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883060_2.fastq.gz,
SRR23883061,SRR23883061,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883061_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883061_2.fastq.gz,
SRR23883062,SRR23883062,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883062_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883062_2.fastq.gz,
SRR23883063,SRR23883063,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883063_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883063_2.fastq.gz,
SRR23883064,SRR23883064,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883064_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883064_2.fastq.gz,
SRR23883065,SRR23883065,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883065_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883065_2.fastq.gz,
SRR23883066,SRR23883066,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883066_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883066_2.fastq.gz,
SRR23883067,SRR23883067,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883067_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883067_2.fastq.gz,
SRR23883068,SRR23883068,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883068_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883068_2.fastq.gz,
SRR23883069,SRR23883069,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883069_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883069_2.fastq.gz,
SRR23883070,SRR23883070,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883070_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883070_2.fastq.gz,
SRR23883071,SRR23883071,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883071_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883071_2.fastq.gz,
SRR23883072,SRR23883072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883072_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883072_2.fastq.gz,
SRR23883073,SRR23883073,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883073_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883073_2.fastq.gz,
SRR23883074,SRR23883074,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883074_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883074_2.fastq.gz,
SRR23883075,SRR23883075,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883075_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883075_2.fastq.gz,
SRR23883076,SRR23883076,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883076_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883076_2.fastq.gz,
SRR23883077,SRR23883077,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883077_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883077_2.fastq.gz,
SRR23883078,SRR23883078,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883078_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883078_2.fastq.gz,
SRR23883079,SRR23883079,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883079_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883079_2.fastq.gz,
SRR23883080,SRR23883080,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883080_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883080_2.fastq.gz,
SRR23883081,SRR23883081,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883081_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883081_2.fastq.gz,
SRR23883082,SRR23883082,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883082_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883082_2.fastq.gz,
SRR23883083,SRR23883083,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883083_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883083_2.fastq.gz,
SRR23883084,SRR23883084,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883084_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883084_2.fastq.gz,
SRR23883085,SRR23883085,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883085_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883085_2.fastq.gz,
SRR23883086,SRR23883086,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883086_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883086_2.fastq.gz,
SRR23883087,SRR23883087,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883087_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883087_2.fastq.gz,
SRR23883088,SRR23883088,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883088_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883088_2.fastq.gz,
SRR23883089,SRR23883089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883089_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883089_2.fastq.gz,
SRR23883090,SRR23883090,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883090_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883090_2.fastq.gz,
SRR23883091,SRR23883091,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883091_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883091_2.fastq.gz,
SRR23883092,SRR23883092,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883092_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883092_2.fastq.gz,
SRR23883093,SRR23883093,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883093_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883093_2.fastq.gz,
SRR23883094,SRR23883094,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883094_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883094_2.fastq.gz,
SRR23883095,SRR23883095,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883095_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883095_2.fastq.gz,
SRR23883096,SRR23883096,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883096_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883096_2.fastq.gz,
SRR23883097,SRR23883097,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883097_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883097_2.fastq.gz,
SRR23883098,SRR23883098,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883098_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883098_2.fastq.gz,
SRR23883099,SRR23883099,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883099_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883099_2.fastq.gz,
SRR23883100,SRR23883100,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883100_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883100_2.fastq.gz,
SRR23883101,SRR23883101,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883101_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883101_2.fastq.gz,
SRR23883102,SRR23883102,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883102_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883102_2.fastq.gz,
SRR23883103,SRR23883103,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883103_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883103_2.fastq.gz,
SRR23883104,SRR23883104,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883104_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883104_2.fastq.gz,
SRR23883106,SRR23883106,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883106_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883106_2.fastq.gz,
SRR23883107,SRR23883107,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883107_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883107_2.fastq.gz,
SRR23883108,SRR23883108,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883108_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883108_2.fastq.gz,
SRR23883109,SRR23883109,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883109_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883109_2.fastq.gz,
SRR23883110,SRR23883110,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883110_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883110_2.fastq.gz,
SRR23883111,SRR23883111,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883111_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883111_2.fastq.gz,
SRR23883112,SRR23883112,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883112_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883112_2.fastq.gz,
SRR23883113,SRR23883113,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883113_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883113_2.fastq.gz,
SRR23883114,SRR23883114,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883114_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883114_2.fastq.gz,
SRR23883115,SRR23883115,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883115_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883115_2.fastq.gz,
SRR23883116,SRR23883116,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883116_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883116_2.fastq.gz,
SRR23883117,SRR23883117,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883117_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883117_2.fastq.gz,
SRR23883118,SRR23883118,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883118_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883118_2.fastq.gz,
SRR23883119,SRR23883119,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883119_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883119_2.fastq.gz,
SRR23883120,SRR23883120,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883120_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883120_2.fastq.gz,
SRR23883121,SRR23883121,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883121_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883121_2.fastq.gz,
SRR23883122,SRR23883122,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883122_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883122_2.fastq.gz,
SRR23883123,SRR23883123,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883123_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883123_2.fastq.gz,
SRR23883124,SRR23883124,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883124_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883124_2.fastq.gz,
SRR23883125,SRR23883125,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883125_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883125_2.fastq.gz,
SRR23883126,SRR23883126,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883126_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883126_2.fastq.gz,
SRR23883127,SRR23883127,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883127_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883127_2.fastq.gz,
SRR23883128,SRR23883128,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883128_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883128_2.fastq.gz,
SRR23883129,SRR23883129,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883129_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883129_2.fastq.gz,
SRR23883130,SRR23883130,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883130_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883130_2.fastq.gz,
SRR23883131,SRR23883131,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883131_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883131_2.fastq.gz,
SRR23883132,SRR23883132,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883132_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883132_2.fastq.gz,
SRR23883133,SRR23883133,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883133_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883133_2.fastq.gz,
SRR23883134,SRR23883134,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883134_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883134_2.fastq.gz,
SRR23883135,SRR23883135,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883135_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883135_2.fastq.gz,
SRR23883136,SRR23883136,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883136_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883136_2.fastq.gz,
SRR23883137,SRR23883137,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883137_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883137_2.fastq.gz,
SRR23883138,SRR23883138,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883138_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883138_2.fastq.gz,
SRR23883139,SRR23883139,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883139_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883139_2.fastq.gz,
SRR23883140,SRR23883140,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883140_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883140_2.fastq.gz,
SRR23883141,SRR23883141,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883141_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883141_2.fastq.gz,
SRR23883142,SRR23883142,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883142_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883142_2.fastq.gz,
SRR23883143,SRR23883143,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883143_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883143_2.fastq.gz,
SRR23883144,SRR23883144,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883144_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883144_2.fastq.gz,
SRR23883145,SRR23883145,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883145_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883145_2.fastq.gz,
SRR23883146,SRR23883146,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883146_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883146_2.fastq.gz,
SRR23883147,SRR23883147,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883147_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883147_2.fastq.gz,
SRR23883148,SRR23883148,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883148_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883148_2.fastq.gz,
SRR23883149,SRR23883149,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883149_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883149_2.fastq.gz,
SRR23883150,SRR23883150,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883150_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883150_2.fastq.gz,
SRR23883151,SRR23883151,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883151_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883151_2.fastq.gz,
SRR23883152,SRR23883152,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883152_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883152_2.fastq.gz,
SRR23883153,SRR23883153,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883153_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883153_2.fastq.gz,
SRR23883154,SRR23883154,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883154_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883154_2.fastq.gz,
SRR23883155,SRR23883155,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883155_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883155_2.fastq.gz,
SRR23883156,SRR23883156,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883156_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883156_2.fastq.gz,
SRR23883157,SRR23883157,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883157_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883157_2.fastq.gz,
SRR23883158,SRR23883158,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883158_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883158_2.fastq.gz,
SRR23883159,SRR23883159,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883159_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883159_2.fastq.gz,
