sample,run,instrument,fastq_1,fastq_2
SRR5947058,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947058_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947058_2.fastq.gz
SRR5947059,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947059_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947059_2.fastq.gz
SRR5947060,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947060_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947060_2.fastq.gz
SRR5947061,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947061_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947061_2.fastq.gz
SRR5947062,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947062_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947062_2.fastq.gz
SRR5947063,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947063_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947063_2.fastq.gz
SRR5947064,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947064_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947064_2.fastq.gz
SRR5947065,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947065_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947065_2.fastq.gz
SRR5947066,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947066_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947066_2.fastq.gz
SRR5947067,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947067_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947067_2.fastq.gz
SRR5947068,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947068_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947068_2.fastq.gz
SRR5947069,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947069_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947069_2.fastq.gz
SRR5947070,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947070_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947070_2.fastq.gz
SRR5947071,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947071_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947071_2.fastq.gz
SRR5947072,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947072_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947072_2.fastq.gz
SRR5947073,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947073_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947073_2.fastq.gz
SRR5947074,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947074_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947074_2.fastq.gz
SRR5947075,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947075_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947075_2.fastq.gz
SRR5947076,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947076_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947076_2.fastq.gz
SRR5947077,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947077_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947077_2.fastq.gz
SRR5947078,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947078_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947078_2.fastq.gz
SRR5947079,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947079_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947079_2.fastq.gz
SRR5947080,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947080_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947080_2.fastq.gz
SRR5947081,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947081_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947081_2.fastq.gz
SRR5947082,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947082_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947082_2.fastq.gz
SRR5947083,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947083_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947083_2.fastq.gz
SRR5947084,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947084_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947084_2.fastq.gz
SRR5947085,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947085_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947085_2.fastq.gz
SRR5947086,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947086_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947086_2.fastq.gz
SRR5947087,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947087_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947087_2.fastq.gz
SRR5947088,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947088_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947088_2.fastq.gz
SRR5947089,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947089_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947089_2.fastq.gz
SRR5947090,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947090_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947090_2.fastq.gz
SRR5947091,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947091_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947091_2.fastq.gz
SRR5947092,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947092_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947092_2.fastq.gz
SRR5947093,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947093_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947093_2.fastq.gz
SRR5947094,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947094_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947094_2.fastq.gz
SRR5947095,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947095_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947095_2.fastq.gz
SRR5947096,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947096_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947096_2.fastq.gz
SRR5947097,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947097_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947097_2.fastq.gz
SRR5947098,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947098_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947098_2.fastq.gz
SRR5947099,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947099_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947099_2.fastq.gz
SRR5947100,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947100_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947100_2.fastq.gz
SRR5947101,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947101_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947101_2.fastq.gz
SRR5947102,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947102_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947102_2.fastq.gz
SRR5947103,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947103_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947103_2.fastq.gz
SRR5947104,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947104_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947104_2.fastq.gz
SRR5950484,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950484_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950484_2.fastq.gz
SRR5950485,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950485_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950485_2.fastq.gz
SRR5950486,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950486_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950486_2.fastq.gz
SRR5950487,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950487_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950487_2.fastq.gz
SRR5950488,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950488_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950488_2.fastq.gz
SRR5950489,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950489_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950489_2.fastq.gz
SRR5950490,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950490_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950490_2.fastq.gz
SRR5950491,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950491_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950491_2.fastq.gz
SRR5950492,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950492_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950492_2.fastq.gz
SRR5950493,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950493_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950493_2.fastq.gz
SRR5950494,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950494_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950494_2.fastq.gz
SRR5950495,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950495_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950495_2.fastq.gz
SRR5950496,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950496_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950496_2.fastq.gz
SRR5950497,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950497_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950497_2.fastq.gz
SRR5950498,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950498_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950498_2.fastq.gz
SRR5950499,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950499_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950499_2.fastq.gz
SRR5950500,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950500_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950500_2.fastq.gz
SRR5950501,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950501_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950501_2.fastq.gz
SRR5950502,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950502_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950502_2.fastq.gz
SRR5950503,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950503_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950503_2.fastq.gz
SRR5950504,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950504_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950504_2.fastq.gz
SRR5950505,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950505_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950505_2.fastq.gz
SRR5950506,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950506_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950506_2.fastq.gz
SRR5950507,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950507_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950507_2.fastq.gz
SRR5950508,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950508_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950508_2.fastq.gz
SRR5950509,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950509_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950509_2.fastq.gz
SRR5950510,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950510_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950510_2.fastq.gz
SRR5950511,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950511_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950511_2.fastq.gz
SRR5950512,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950512_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950512_2.fastq.gz
SRR5950513,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950513_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950513_2.fastq.gz
SRR5950514,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950514_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950514_2.fastq.gz
SRR5950515,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950515_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950515_2.fastq.gz
SRR5950516,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950516_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950516_2.fastq.gz
SRR5950517,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950517_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950517_2.fastq.gz
SRR5950518,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950518_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950518_2.fastq.gz
SRR5950519,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950519_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950519_2.fastq.gz
SRR5950520,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950520_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950520_2.fastq.gz
SRR5950521,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950521_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950521_2.fastq.gz
SRR5950522,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950522_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950522_2.fastq.gz
SRR5950523,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950523_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950523_2.fastq.gz
SRR5950524,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950524_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950524_2.fastq.gz
SRR5950525,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950525_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950525_2.fastq.gz
SRR5950526,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950526_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950526_2.fastq.gz
SRR5950527,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950527_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950527_2.fastq.gz
SRR5950528,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950528_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950528_2.fastq.gz
SRR5950529,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950529_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950529_2.fastq.gz
SRR5950530,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950530_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950530_2.fastq.gz
SRR5950531,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950531_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950531_2.fastq.gz
SRR5950532,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950532_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950532_2.fastq.gz
SRR5950533,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950533_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950533_2.fastq.gz
SRR5950534,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950534_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950534_2.fastq.gz
SRR5950535,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950535_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950535_2.fastq.gz
SRR5950536,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950536_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950536_2.fastq.gz
SRR5950537,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950537_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950537_2.fastq.gz
SRR5950538,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950538_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950538_2.fastq.gz
SRR5950539,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950539_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950539_2.fastq.gz
SRR5950540,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950540_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950540_2.fastq.gz
SRR5950541,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950541_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950541_2.fastq.gz
SRR5950542,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950542_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950542_2.fastq.gz
SRR5950543,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950543_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950543_2.fastq.gz
SRR5950544,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950544_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950544_2.fastq.gz
SRR5950545,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950545_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950545_2.fastq.gz
SRR5950546,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950546_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950546_2.fastq.gz
SRR5950547,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950547_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950547_2.fastq.gz
SRR5950548,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950548_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950548_2.fastq.gz
SRR5950549,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950549_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950549_2.fastq.gz
SRR5950550,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950550_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950550_2.fastq.gz
SRR5950551,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950551_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950551_2.fastq.gz
SRR5950552,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950552_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950552_2.fastq.gz
SRR5950553,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950553_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950553_2.fastq.gz
SRR5950554,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950554_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950554_2.fastq.gz
SRR5950555,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950555_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950555_2.fastq.gz
SRR5950556,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950556_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950556_2.fastq.gz
SRR5950557,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950557_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950557_2.fastq.gz
SRR5950558,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950558_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950558_2.fastq.gz
SRR5950559,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950559_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950559_2.fastq.gz
SRR5950560,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950560_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950560_2.fastq.gz
SRR5950561,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950561_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950561_2.fastq.gz
SRR5950562,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950562_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950562_2.fastq.gz
SRR5950563,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950563_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950563_2.fastq.gz
SRR5950564,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950564_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950564_2.fastq.gz
