sample,run,instrument,fastq_1,fastq_2
SRR5936054,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936054_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936054_2.fastq.gz
SRR5936055,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936055_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936055_2.fastq.gz
SRR5936056,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936056_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936056_2.fastq.gz
SRR5936057,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936057_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936057_2.fastq.gz
SRR5936058,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936058_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936058_2.fastq.gz
SRR5936059,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936059_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936059_2.fastq.gz
SRR5936060,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936060_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936060_2.fastq.gz
SRR5936061,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936061_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936061_2.fastq.gz
SRR5936062,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936062_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936062_2.fastq.gz
SRR5936063,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936063_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936063_2.fastq.gz
SRR5936064,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936064_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936064_2.fastq.gz
SRR5936065,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936065_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936065_2.fastq.gz
SRR5936066,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936066_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936066_2.fastq.gz
SRR5936067,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936067_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936067_2.fastq.gz
SRR5936068,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936068_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936068_2.fastq.gz
SRR5936069,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936069_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936069_2.fastq.gz
SRR5936070,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936070_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936070_2.fastq.gz
SRR5936071,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936071_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936071_2.fastq.gz
SRR5936072,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936072_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936072_2.fastq.gz
SRR5936073,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936073_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936073_2.fastq.gz
SRR5936074,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936074_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936074_2.fastq.gz
SRR5936075,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936075_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936075_2.fastq.gz
SRR5936076,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936076_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936076_2.fastq.gz
SRR5936077,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936077_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936077_2.fastq.gz
SRR5936078,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936078_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936078_2.fastq.gz
SRR5936079,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936079_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936079_2.fastq.gz
SRR5936080,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936080_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936080_2.fastq.gz
SRR5936081,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936081_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936081_2.fastq.gz
SRR5936082,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936082_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936082_2.fastq.gz
SRR5936083,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936083_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936083_2.fastq.gz
SRR5936084,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936084_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936084_2.fastq.gz
SRR5936085,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936085_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936085_2.fastq.gz
SRR5936086,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936086_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936086_2.fastq.gz
SRR5936087,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936087_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936087_2.fastq.gz
SRR5936088,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936088_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936088_2.fastq.gz
SRR5936089,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936089_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936089_2.fastq.gz
SRR5936090,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936090_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936090_2.fastq.gz
SRR5936091,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936091_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936091_2.fastq.gz
SRR5936092,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936092_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936092_2.fastq.gz
SRR5936093,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936093_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936093_2.fastq.gz
SRR5936094,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936094_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936094_2.fastq.gz
SRR5936095,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936095_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936095_2.fastq.gz
SRR5936096,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936096_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936096_2.fastq.gz
SRR5936097,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936097_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936097_2.fastq.gz
SRR5936098,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936098_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936098_2.fastq.gz
SRR5936099,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936099_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936099_2.fastq.gz
SRR5936100,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936100_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936100_2.fastq.gz
SRR5936101,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936101_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936101_2.fastq.gz
SRR5936102,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936102_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936102_2.fastq.gz
SRR5936103,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936103_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936103_2.fastq.gz
SRR5936104,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936104_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936104_2.fastq.gz
SRR5936105,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936105_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936105_2.fastq.gz
SRR5936106,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936106_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936106_2.fastq.gz
SRR5936107,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936107_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936107_2.fastq.gz
SRR5936108,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936108_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936108_2.fastq.gz
SRR5936109,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936109_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936109_2.fastq.gz
SRR5936110,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936110_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936110_2.fastq.gz
SRR5936111,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936111_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936111_2.fastq.gz
SRR5936112,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936112_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936112_2.fastq.gz
SRR5936113,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936113_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936113_2.fastq.gz
SRR5936114,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936114_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936114_2.fastq.gz
SRR5936115,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936115_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936115_2.fastq.gz
SRR5936116,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936116_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936116_2.fastq.gz
SRR5936117,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936117_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936117_2.fastq.gz
SRR5936118,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936118_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936118_2.fastq.gz
SRR5936119,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936119_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936119_2.fastq.gz
SRR5936120,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936120_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936120_2.fastq.gz
SRR5936121,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936121_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936121_2.fastq.gz
SRR5936122,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936122_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936122_2.fastq.gz
SRR5936123,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936123_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936123_2.fastq.gz
SRR5936124,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936124_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936124_2.fastq.gz
SRR5936125,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936125_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936125_2.fastq.gz
SRR5936126,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936126_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936126_2.fastq.gz
SRR5936127,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936127_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936127_2.fastq.gz
SRR5936128,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936128_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936128_2.fastq.gz
SRR5936129,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936129_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936129_2.fastq.gz
SRR5936130,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936130_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936130_2.fastq.gz
SRR5936131,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936131_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936131_2.fastq.gz
SRR5936132,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936132_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936132_2.fastq.gz
SRR5936133,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936133_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936133_2.fastq.gz
SRR5936134,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936134_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936134_2.fastq.gz
SRR5936135,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936135_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936135_2.fastq.gz
SRR5936136,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936136_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936136_2.fastq.gz
SRR5936137,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936137_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936137_2.fastq.gz
SRR5936138,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936138_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936138_2.fastq.gz
SRR5936139,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936139_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936139_2.fastq.gz
SRR5936140,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936140_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936140_2.fastq.gz
SRR5936141,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936141_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936141_2.fastq.gz
SRR5936142,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936142_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936142_2.fastq.gz
SRR5936143,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936143_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936143_2.fastq.gz
SRR5936144,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936144_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936144_2.fastq.gz
SRR5936145,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936145_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936145_2.fastq.gz
SRR5936146,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936146_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936146_2.fastq.gz
SRR5936147,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936147_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936147_2.fastq.gz
SRR5936148,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936148_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936148_2.fastq.gz
SRR5936149,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936149_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936149_2.fastq.gz
SRR5936150,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936150_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936150_2.fastq.gz
SRR5936151,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936151_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936151_2.fastq.gz
SRR5936152,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936152_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936152_2.fastq.gz
SRR5936153,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936153_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936153_2.fastq.gz
SRR5936154,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936154_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936154_2.fastq.gz
SRR5936155,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936155_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936155_2.fastq.gz
SRR5936156,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936156_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936156_2.fastq.gz
SRR5936157,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936157_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936157_2.fastq.gz
SRR5936158,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936158_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936158_2.fastq.gz
SRR5936159,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936159_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936159_2.fastq.gz
SRR5936160,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936160_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936160_2.fastq.gz
SRR5936161,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936161_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936161_2.fastq.gz
SRR5936162,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936162_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936162_2.fastq.gz
SRR5936163,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936163_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936163_2.fastq.gz
SRR5936164,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936164_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936164_2.fastq.gz
SRR5936165,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936165_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936165_2.fastq.gz
SRR5936166,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936166_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936166_2.fastq.gz
SRR5936167,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936167_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936167_2.fastq.gz
SRR5936168,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936168_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936168_2.fastq.gz
SRR5936169,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936169_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936169_2.fastq.gz
SRR5936170,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936170_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936170_2.fastq.gz
SRR5936171,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936171_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936171_2.fastq.gz
SRR5936172,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936172_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936172_2.fastq.gz
SRR5936173,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936173_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936173_2.fastq.gz
SRR5936174,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936174_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936174_2.fastq.gz
SRR5936175,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936175_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936175_2.fastq.gz
SRR5936176,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936176_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936176_2.fastq.gz
SRR5936177,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936177_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936177_2.fastq.gz
SRR5936178,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936178_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936178_2.fastq.gz
SRR5936179,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936179_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936179_2.fastq.gz
SRR5936180,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936180_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936180_2.fastq.gz
SRR5936181,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936181_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5936181_2.fastq.gz
